start_time,exit_status,mean_qscore_template,sequence_length_template,mean_qscore_complement,sequence_length_complement,mean_qscore_2d,sequence_length_2d,run_id
5701.266,S_OK,,,,,10.221,483,f9af78a208e192d69dba03a4542d58a9605309fc
3653.126,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3788.759,S_OK,,,,,9.762,831,f9af78a208e192d69dba03a4542d58a9605309fc
3409.384,S_OK,,,,,10.633,1878,f9af78a208e192d69dba03a4542d58a9605309fc
4386.996,S_OK,,,,,9.589,1239,f9af78a208e192d69dba03a4542d58a9605309fc
4181.215,S_OK,,,,,10.994,1693,f9af78a208e192d69dba03a4542d58a9605309fc
3869.207,S_OK,,,,,10.643,2612,f9af78a208e192d69dba03a4542d58a9605309fc
4266.601,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4040.401,S_OK,,,,,12.172,2800,f9af78a208e192d69dba03a4542d58a9605309fc
4080.261,S_OK,,,,,11.474,4253,f9af78a208e192d69dba03a4542d58a9605309fc
4154.272,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3624.483,S_OK,,,,,10.079,514,f9af78a208e192d69dba03a4542d58a9605309fc
3983.613,S_OK,,,,,10.927,1081,f9af78a208e192d69dba03a4542d58a9605309fc
4694.806,2D basecall failed quality filters,,,,,7.142,352,f9af78a208e192d69dba03a4542d58a9605309fc
4212.479,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5160.662,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4272.579,2D basecall failed quality filters,,,,,8.117,1738,f9af78a208e192d69dba03a4542d58a9605309fc
4725.283,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5443.560,S_OK,,,,,10.415,967,f9af78a208e192d69dba03a4542d58a9605309fc
3948.237,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3801.042,2D basecall failed quality filters,,,,,7.514,1725,f9af78a208e192d69dba03a4542d58a9605309fc
5872.345,S_OK,,,,,10.389,1982,f9af78a208e192d69dba03a4542d58a9605309fc
4063.735,S_OK,,,,,10.603,1753,f9af78a208e192d69dba03a4542d58a9605309fc
4066.340,S_OK,,,,,10.889,778,f9af78a208e192d69dba03a4542d58a9605309fc
4854.747,S_OK,,,,,9.548,2595,f9af78a208e192d69dba03a4542d58a9605309fc
4741.646,S_OK,,,,,9.321,1086,f9af78a208e192d69dba03a4542d58a9605309fc
5661.319,S_OK,,,,,10.816,1558,f9af78a208e192d69dba03a4542d58a9605309fc
4892.440,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4287.722,S_OK,,,,,11.079,7192,f9af78a208e192d69dba03a4542d58a9605309fc
4525.210,S_OK,,,,,10.524,3310,f9af78a208e192d69dba03a4542d58a9605309fc
3464.802,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5643.415,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3637.714,S_OK,,,,,12.172,863,f9af78a208e192d69dba03a4542d58a9605309fc
5603.844,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4214.627,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4106.091,S_OK,,,,,11.342,2680,f9af78a208e192d69dba03a4542d58a9605309fc
4733.805,S_OK,,,,,10.648,1007,f9af78a208e192d69dba03a4542d58a9605309fc
4628.797,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4435.575,S_OK,,,,,10.883,1692,f9af78a208e192d69dba03a4542d58a9605309fc
4855.053,S_OK,,,,,9.587,1938,f9af78a208e192d69dba03a4542d58a9605309fc
4008.629,2D basecall failed quality filters,,,,,8.039,552,f9af78a208e192d69dba03a4542d58a9605309fc
4256.436,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5839.623,2D basecall failed quality filters,,,,,7.785,1236,f9af78a208e192d69dba03a4542d58a9605309fc
4050.620,S_OK,,,,,11.523,2569,f9af78a208e192d69dba03a4542d58a9605309fc
5607.128,S_OK,,,,,11.450,4620,f9af78a208e192d69dba03a4542d58a9605309fc
3588.092,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5438.450,S_OK,,,,,11.043,2683,f9af78a208e192d69dba03a4542d58a9605309fc
4566.016,S_OK,,,,,9.374,1012,f9af78a208e192d69dba03a4542d58a9605309fc
4676.787,2D basecall failed quality filters,,,,,8.978,3650,f9af78a208e192d69dba03a4542d58a9605309fc
3824.386,S_OK,,,,,9.158,2438,f9af78a208e192d69dba03a4542d58a9605309fc
4376.044,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3397.814,2D basecall failed quality filters,,,,,8.425,2800,f9af78a208e192d69dba03a4542d58a9605309fc
5208.787,S_OK,,,,,9.778,947,f9af78a208e192d69dba03a4542d58a9605309fc
3939.517,S_OK,,,,,10.456,2075,f9af78a208e192d69dba03a4542d58a9605309fc
4999.443,S_OK,,,,,11.035,7043,f9af78a208e192d69dba03a4542d58a9605309fc
4483.852,S_OK,,,,,10.012,3399,f9af78a208e192d69dba03a4542d58a9605309fc
3779.806,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3473.990,S_OK,,,,,12.627,2747,f9af78a208e192d69dba03a4542d58a9605309fc
4772.007,2D basecall failed quality filters,,,,,7.893,1155,f9af78a208e192d69dba03a4542d58a9605309fc
3798.908,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4538.551,S_OK,,,,,10.606,3063,f9af78a208e192d69dba03a4542d58a9605309fc
5244.136,2D basecall failed quality filters,,,,,8.160,2698,f9af78a208e192d69dba03a4542d58a9605309fc
4790.574,S_OK,,,,,11.247,4189,f9af78a208e192d69dba03a4542d58a9605309fc
4689.702,S_OK,,,,,11.698,2713,f9af78a208e192d69dba03a4542d58a9605309fc
3537.609,S_OK,,,,,9.074,3620,f9af78a208e192d69dba03a4542d58a9605309fc
4588.136,S_OK,,,,,13.211,1405,f9af78a208e192d69dba03a4542d58a9605309fc
4952.255,S_OK,,,,,12.227,1443,f9af78a208e192d69dba03a4542d58a9605309fc
4513.971,2D basecall failed quality filters,,,,,8.892,725,f9af78a208e192d69dba03a4542d58a9605309fc
5559.380,2D basecall failed quality filters,,,,,8.246,560,f9af78a208e192d69dba03a4542d58a9605309fc
3619.991,2D basecall failed quality filters,,,,,5.766,140,f9af78a208e192d69dba03a4542d58a9605309fc
5643.401,S_OK,,,,,9.388,984,f9af78a208e192d69dba03a4542d58a9605309fc
4751.245,2D basecall failed quality filters,,,,,7.808,624,f9af78a208e192d69dba03a4542d58a9605309fc
5753.417,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3448.299,S_OK,,,,,12.638,7160,f9af78a208e192d69dba03a4542d58a9605309fc
3820.619,S_OK,,,,,9.473,948,f9af78a208e192d69dba03a4542d58a9605309fc
5185.689,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3885.827,S_OK,,,,,10.324,6887,f9af78a208e192d69dba03a4542d58a9605309fc
3622.289,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4304.789,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4727.988,S_OK,,,,,10.719,1603,f9af78a208e192d69dba03a4542d58a9605309fc
3755.189,S_OK,,,,,10.364,4205,f9af78a208e192d69dba03a4542d58a9605309fc
4353.102,S_OK,,,,,10.207,1876,f9af78a208e192d69dba03a4542d58a9605309fc
4911.281,S_OK,,,,,10.896,756,f9af78a208e192d69dba03a4542d58a9605309fc
4000.097,2D basecall failed quality filters,,,,,6.152,1834,f9af78a208e192d69dba03a4542d58a9605309fc
3859.462,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4074.482,2D basecall failed quality filters,,,,,8.303,2368,f9af78a208e192d69dba03a4542d58a9605309fc
3592.141,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4094.691,S_OK,,,,,12.543,2744,f9af78a208e192d69dba03a4542d58a9605309fc
4975.822,S_OK,,,,,10.896,1449,f9af78a208e192d69dba03a4542d58a9605309fc
5846.413,S_OK,,,,,9.907,2936,f9af78a208e192d69dba03a4542d58a9605309fc
3659.276,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5635.122,S_OK,,,,,10.063,2013,f9af78a208e192d69dba03a4542d58a9605309fc
4292.257,2D basecall failed quality filters,,,,,7.863,767,f9af78a208e192d69dba03a4542d58a9605309fc
4665.043,2D basecall failed quality filters,,,,,7.533,530,f9af78a208e192d69dba03a4542d58a9605309fc
3867.144,S_OK,,,,,9.710,2673,f9af78a208e192d69dba03a4542d58a9605309fc
4258.980,S_OK,,,,,12.059,715,f9af78a208e192d69dba03a4542d58a9605309fc
4498.592,S_OK,,,,,10.892,1729,f9af78a208e192d69dba03a4542d58a9605309fc
4076.668,S_OK,,,,,11.804,1173,f9af78a208e192d69dba03a4542d58a9605309fc
3551.684,S_OK,,,,,9.271,1528,f9af78a208e192d69dba03a4542d58a9605309fc
4199.070,S_OK,,,,,11.224,1844,f9af78a208e192d69dba03a4542d58a9605309fc
3450.292,S_OK,,,,,10.781,1399,f9af78a208e192d69dba03a4542d58a9605309fc
3910.903,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4839.535,S_OK,,,,,12.111,714,f9af78a208e192d69dba03a4542d58a9605309fc
5238.279,S_OK,,,,,10.438,1183,f9af78a208e192d69dba03a4542d58a9605309fc
3759.120,S_OK,,,,,10.939,826,f9af78a208e192d69dba03a4542d58a9605309fc
5251.428,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5486.390,2D basecall failed quality filters,,,,,7.883,1193,f9af78a208e192d69dba03a4542d58a9605309fc
4236.562,S_OK,,,,,11.521,2537,f9af78a208e192d69dba03a4542d58a9605309fc
3892.027,2D basecall failed quality filters,,,,,8.610,2692,f9af78a208e192d69dba03a4542d58a9605309fc
3786.664,S_OK,,,,,10.384,702,f9af78a208e192d69dba03a4542d58a9605309fc
4370.721,S_OK,,,,,11.588,752,f9af78a208e192d69dba03a4542d58a9605309fc
3744.323,2D basecall failed quality filters,,,,,8.874,582,f9af78a208e192d69dba03a4542d58a9605309fc
4423.564,2D basecall failed quality filters,,,,,8.870,3589,f9af78a208e192d69dba03a4542d58a9605309fc
4013.548,S_OK,,,,,13.122,787,f9af78a208e192d69dba03a4542d58a9605309fc
4702.619,S_OK,,,,,11.330,2724,f9af78a208e192d69dba03a4542d58a9605309fc
4848.033,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3386.300,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4354.537,S_OK,,,,,9.883,3304,f9af78a208e192d69dba03a4542d58a9605309fc
4759.259,S_OK,,,,,9.653,1749,f9af78a208e192d69dba03a4542d58a9605309fc
4362.646,2D basecall failed quality filters,,,,,8.383,1773,f9af78a208e192d69dba03a4542d58a9605309fc
4317.177,S_OK,,,,,11.473,766,f9af78a208e192d69dba03a4542d58a9605309fc
5335.916,S_OK,,,,,11.500,779,f9af78a208e192d69dba03a4542d58a9605309fc
5565.294,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4524.288,S_OK,,,,,10.321,676,f9af78a208e192d69dba03a4542d58a9605309fc
5445.965,S_OK,,,,,10.782,2118,f9af78a208e192d69dba03a4542d58a9605309fc
5524.070,S_OK,,,,,10.812,1075,f9af78a208e192d69dba03a4542d58a9605309fc
5539.182,S_OK,,,,,11.367,2744,f9af78a208e192d69dba03a4542d58a9605309fc
5140.563,S_OK,,,,,11.886,764,f9af78a208e192d69dba03a4542d58a9605309fc
4590.295,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4919.404,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3665.857,S_OK,,,,,11.254,656,f9af78a208e192d69dba03a4542d58a9605309fc
3444.005,2D basecall failed quality filters,,,,,8.508,3904,f9af78a208e192d69dba03a4542d58a9605309fc
5043.657,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5400.153,S_OK,,,,,10.160,2578,f9af78a208e192d69dba03a4542d58a9605309fc
3406.041,S_OK,,,,,13.954,756,f9af78a208e192d69dba03a4542d58a9605309fc
3782.544,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5524.085,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5018.122,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4889.160,S_OK,,,,,12.776,2644,f9af78a208e192d69dba03a4542d58a9605309fc
4926.829,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3635.544,S_OK,,,,,11.713,2593,f9af78a208e192d69dba03a4542d58a9605309fc
5586.127,S_OK,,,,,12.023,1817,f9af78a208e192d69dba03a4542d58a9605309fc
4644.258,S_OK,,,,,11.643,1518,f9af78a208e192d69dba03a4542d58a9605309fc
4617.740,S_OK,,,,,9.051,944,f9af78a208e192d69dba03a4542d58a9605309fc
3768.743,S_OK,,,,,12.424,783,f9af78a208e192d69dba03a4542d58a9605309fc
5343.122,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3184.238,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5129.656,S_OK,,,,,10.762,1085,f9af78a208e192d69dba03a4542d58a9605309fc
5646.601,S_OK,,,,,10.529,1421,f9af78a208e192d69dba03a4542d58a9605309fc
4842.568,S_OK,,,,,9.699,854,f9af78a208e192d69dba03a4542d58a9605309fc
3654.320,S_OK,,,,,10.022,2585,f9af78a208e192d69dba03a4542d58a9605309fc
4927.542,S_OK,,,,,9.720,984,f9af78a208e192d69dba03a4542d58a9605309fc
4235.787,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5487.166,S_OK,,,,,10.849,3068,f9af78a208e192d69dba03a4542d58a9605309fc
5359.419,S_OK,,,,,9.442,3896,f9af78a208e192d69dba03a4542d58a9605309fc
4069.376,S_OK,,,,,13.926,1378,f9af78a208e192d69dba03a4542d58a9605309fc
4421.191,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3621.046,S_OK,,,,,10.840,708,f9af78a208e192d69dba03a4542d58a9605309fc
4244.612,2D basecall failed quality filters,,,,,7.820,2524,f9af78a208e192d69dba03a4542d58a9605309fc
5283.358,2D basecall failed quality filters,,,,,7.558,2294,f9af78a208e192d69dba03a4542d58a9605309fc
3983.133,S_OK,,,,,12.051,4410,f9af78a208e192d69dba03a4542d58a9605309fc
3608.595,2D basecall failed quality filters,,,,,8.794,1107,f9af78a208e192d69dba03a4542d58a9605309fc
4764.332,S_OK,,,,,12.133,1678,f9af78a208e192d69dba03a4542d58a9605309fc
3858.474,2D basecall failed quality filters,,,,,8.765,1795,f9af78a208e192d69dba03a4542d58a9605309fc
5729.474,S_OK,,,,,12.114,1083,f9af78a208e192d69dba03a4542d58a9605309fc
3777.222,2D basecall failed quality filters,,,,,8.839,1456,f9af78a208e192d69dba03a4542d58a9605309fc
3642.829,2D basecall failed quality filters,,,,,7.254,2503,f9af78a208e192d69dba03a4542d58a9605309fc
4066.383,2D basecall failed quality filters,,,,,8.547,2261,f9af78a208e192d69dba03a4542d58a9605309fc
4971.355,2D basecall failed quality filters,,,,,6.940,1239,f9af78a208e192d69dba03a4542d58a9605309fc
3416.068,S_OK,,,,,13.635,1079,f9af78a208e192d69dba03a4542d58a9605309fc
3909.680,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3522.858,2D basecall failed quality filters,,,,,8.135,342,f9af78a208e192d69dba03a4542d58a9605309fc
5152.690,S_OK,,,,,11.023,2743,f9af78a208e192d69dba03a4542d58a9605309fc
5225.600,S_OK,,,,,10.453,941,f9af78a208e192d69dba03a4542d58a9605309fc
4547.069,S_OK,,,,,11.813,2806,f9af78a208e192d69dba03a4542d58a9605309fc
4175.139,S_OK,,,,,9.014,2225,f9af78a208e192d69dba03a4542d58a9605309fc
3930.557,2D basecall failed quality filters,,,,,8.958,582,f9af78a208e192d69dba03a4542d58a9605309fc
4616.884,S_OK,,,,,10.650,2892,f9af78a208e192d69dba03a4542d58a9605309fc
4057.093,S_OK,,,,,11.255,751,f9af78a208e192d69dba03a4542d58a9605309fc
5363.577,S_OK,,,,,11.130,3301,f9af78a208e192d69dba03a4542d58a9605309fc
5739.207,S_OK,,,,,9.505,1085,f9af78a208e192d69dba03a4542d58a9605309fc
3659.809,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4983.835,S_OK,,,,,10.194,1520,f9af78a208e192d69dba03a4542d58a9605309fc
3428.027,S_OK,,,,,10.944,950,f9af78a208e192d69dba03a4542d58a9605309fc
5393.591,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3859.285,S_OK,,,,,10.617,1825,f9af78a208e192d69dba03a4542d58a9605309fc
4874.320,S_OK,,,,,10.684,792,f9af78a208e192d69dba03a4542d58a9605309fc
5836.606,S_OK,,,,,9.961,550,f9af78a208e192d69dba03a4542d58a9605309fc
4880.906,S_OK,,,,,10.787,2672,f9af78a208e192d69dba03a4542d58a9605309fc
4571.251,S_OK,,,,,12.090,4255,f9af78a208e192d69dba03a4542d58a9605309fc
4310.962,S_OK,,,,,11.965,2530,f9af78a208e192d69dba03a4542d58a9605309fc
3953.235,2D basecall failed quality filters,,,,,7.529,4514,f9af78a208e192d69dba03a4542d58a9605309fc
4335.109,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4148.871,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5576.414,S_OK,,,,,12.144,2473,f9af78a208e192d69dba03a4542d58a9605309fc
4627.651,2D basecall failed quality filters,,,,,7.938,971,f9af78a208e192d69dba03a4542d58a9605309fc
4101.239,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3636.912,S_OK,,,,,9.866,672,f9af78a208e192d69dba03a4542d58a9605309fc
4513.086,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4814.247,S_OK,,,,,10.468,581,f9af78a208e192d69dba03a4542d58a9605309fc
4129.649,S_OK,,,,,10.731,659,f9af78a208e192d69dba03a4542d58a9605309fc
3417.325,S_OK,,,,,14.384,2691,f9af78a208e192d69dba03a4542d58a9605309fc
4706.426,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5749.722,S_OK,,,,,12.465,3567,f9af78a208e192d69dba03a4542d58a9605309fc
4245.286,S_OK,,,,,11.688,7236,f9af78a208e192d69dba03a4542d58a9605309fc
4416.714,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4978.273,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5089.178,S_OK,,,,,11.207,2257,f9af78a208e192d69dba03a4542d58a9605309fc
4495.878,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4714.782,S_OK,,,,,10.445,815,f9af78a208e192d69dba03a4542d58a9605309fc
5215.877,S_OK,,,,,12.087,4191,f9af78a208e192d69dba03a4542d58a9605309fc
5535.783,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3639.319,S_OK,,,,,12.617,2543,f9af78a208e192d69dba03a4542d58a9605309fc
4193.681,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3579.895,S_OK,,,,,10.528,1920,f9af78a208e192d69dba03a4542d58a9605309fc
3777.402,S_OK,,,,,12.018,2697,f9af78a208e192d69dba03a4542d58a9605309fc
4059.251,S_OK,,,,,13.145,1430,f9af78a208e192d69dba03a4542d58a9605309fc
5438.677,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4536.529,S_OK,,,,,11.868,1007,f9af78a208e192d69dba03a4542d58a9605309fc
3492.185,S_OK,,,,,13.331,1849,f9af78a208e192d69dba03a4542d58a9605309fc
3710.463,S_OK,,,,,12.033,3888,f9af78a208e192d69dba03a4542d58a9605309fc
3522.857,S_OK,,,,,11.950,4230,f9af78a208e192d69dba03a4542d58a9605309fc
3829.372,2D basecall failed quality filters,,,,,8.646,1900,f9af78a208e192d69dba03a4542d58a9605309fc
3932.046,S_OK,,,,,12.441,3197,f9af78a208e192d69dba03a4542d58a9605309fc
3803.241,S_OK,,,,,14.371,2726,f9af78a208e192d69dba03a4542d58a9605309fc
3336.594,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3880.698,S_OK,,,,,12.887,767,f9af78a208e192d69dba03a4542d58a9605309fc
3508.110,S_OK,,,,,10.975,868,f9af78a208e192d69dba03a4542d58a9605309fc
4026.226,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3611.858,S_OK,,,,,12.009,852,f9af78a208e192d69dba03a4542d58a9605309fc
4159.428,S_OK,,,,,10.234,3418,f9af78a208e192d69dba03a4542d58a9605309fc
3691.472,2D basecall failed quality filters,,,,,7.496,946,f9af78a208e192d69dba03a4542d58a9605309fc
4346.872,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4756.585,S_OK,,,,,11.733,1101,f9af78a208e192d69dba03a4542d58a9605309fc
3456.177,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4003.042,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4304.860,S_OK,,,,,13.805,2350,f9af78a208e192d69dba03a4542d58a9605309fc
4957.050,2D basecall failed quality filters,,,,,7.758,1173,f9af78a208e192d69dba03a4542d58a9605309fc
3712.393,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5016.720,S_OK,,,,,11.875,1241,f9af78a208e192d69dba03a4542d58a9605309fc
4692.908,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4767.513,S_OK,,,,,12.403,1167,f9af78a208e192d69dba03a4542d58a9605309fc
3376.320,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4143.495,S_OK,,,,,12.695,4478,f9af78a208e192d69dba03a4542d58a9605309fc
3950.548,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3958.280,S_OK,,,,,11.999,995,f9af78a208e192d69dba03a4542d58a9605309fc
3499.859,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4365.643,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4070.375,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3504.533,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5682.836,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3784.299,S_OK,,,,,12.326,3637,f9af78a208e192d69dba03a4542d58a9605309fc
4435.792,2D basecall failed quality filters,,,,,8.488,649,f9af78a208e192d69dba03a4542d58a9605309fc
3561.453,S_OK,,,,,13.446,4422,f9af78a208e192d69dba03a4542d58a9605309fc
4793.684,2D basecall failed quality filters,,,,,7.501,1997,f9af78a208e192d69dba03a4542d58a9605309fc
4109.916,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5301.202,S_OK,,,,,12.544,3499,f9af78a208e192d69dba03a4542d58a9605309fc
4781.770,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3910.618,S_OK,,,,,12.097,2639,f9af78a208e192d69dba03a4542d58a9605309fc
3814.543,S_OK,,,,,12.265,2822,f9af78a208e192d69dba03a4542d58a9605309fc
4026.622,S_OK,,,,,12.913,3574,f9af78a208e192d69dba03a4542d58a9605309fc
4953.374,S_OK,,,,,11.672,2780,f9af78a208e192d69dba03a4542d58a9605309fc
4480.147,S_OK,,,,,12.033,1241,f9af78a208e192d69dba03a4542d58a9605309fc
4246.338,S_OK,,,,,11.704,869,f9af78a208e192d69dba03a4542d58a9605309fc
5466.506,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3648.983,S_OK,,,,,9.810,942,f9af78a208e192d69dba03a4542d58a9605309fc
5338.368,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3789.744,S_OK,,,,,12.052,7136,f9af78a208e192d69dba03a4542d58a9605309fc
4539.272,2D basecall failed quality filters,,,,,8.709,4121,f9af78a208e192d69dba03a4542d58a9605309fc
5848.699,S_OK,,,,,11.114,3482,f9af78a208e192d69dba03a4542d58a9605309fc
4912.226,S_OK,,,,,10.834,1679,f9af78a208e192d69dba03a4542d58a9605309fc
4523.787,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5076.344,S_OK,,,,,10.382,3340,f9af78a208e192d69dba03a4542d58a9605309fc
3736.203,S_OK,,,,,13.732,2744,f9af78a208e192d69dba03a4542d58a9605309fc
4801.389,S_OK,,,,,11.865,3386,f9af78a208e192d69dba03a4542d58a9605309fc
4732.000,S_OK,,,,,12.201,2499,f9af78a208e192d69dba03a4542d58a9605309fc
5251.455,S_OK,,,,,11.325,897,f9af78a208e192d69dba03a4542d58a9605309fc
4839.780,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4375.385,S_OK,,,,,11.216,3414,f9af78a208e192d69dba03a4542d58a9605309fc
5380.478,2D basecall failed quality filters,,,,,8.830,928,f9af78a208e192d69dba03a4542d58a9605309fc
3484.035,S_OK,,,,,13.553,1703,f9af78a208e192d69dba03a4542d58a9605309fc
4517.409,S_OK,,,,,12.122,2598,f9af78a208e192d69dba03a4542d58a9605309fc
3748.081,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5480.275,S_OK,,,,,11.735,1215,f9af78a208e192d69dba03a4542d58a9605309fc
4769.511,2D basecall failed quality filters,,,,,7.450,595,f9af78a208e192d69dba03a4542d58a9605309fc
4188.184,S_OK,,,,,12.817,2337,f9af78a208e192d69dba03a4542d58a9605309fc
5124.247,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3814.529,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3427.433,S_OK,,,,,12.515,810,f9af78a208e192d69dba03a4542d58a9605309fc
4685.489,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4086.660,S_OK,,,,,9.904,546,f9af78a208e192d69dba03a4542d58a9605309fc
5645.779,S_OK,,,,,11.947,1508,f9af78a208e192d69dba03a4542d58a9605309fc
3392.677,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3978.225,S_OK,,,,,11.179,697,f9af78a208e192d69dba03a4542d58a9605309fc
5036.593,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4045.653,S_OK,,,,,13.137,1143,f9af78a208e192d69dba03a4542d58a9605309fc
3887.792,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4509.105,S_OK,,,,,11.334,775,f9af78a208e192d69dba03a4542d58a9605309fc
5548.370,2D basecall failed quality filters,,,,,8.988,2590,f9af78a208e192d69dba03a4542d58a9605309fc
5712.475,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
4310.815,S_OK,,,,,13.202,774,f9af78a208e192d69dba03a4542d58a9605309fc
4110.132,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
5676.067,S_OK,,,,,10.011,1443,f9af78a208e192d69dba03a4542d58a9605309fc
