start_time,exit_status,mean_qscore_template,sequence_length_template,mean_qscore_complement,sequence_length_complement,mean_qscore_2d,sequence_length_2d,run_id
2155.517,S_OK,,,,,12.744,1651,f9af78a208e192d69dba03a4542d58a9605309fc
2111.028,S_OK,,,,,11.573,1418,f9af78a208e192d69dba03a4542d58a9605309fc
2643.120,S_OK,,,,,13.282,2449,f9af78a208e192d69dba03a4542d58a9605309fc
3348.098,S_OK,,,,,12.438,1214,f9af78a208e192d69dba03a4542d58a9605309fc
3092.228,S_OK,,,,,9.114,2476,f9af78a208e192d69dba03a4542d58a9605309fc
2916.646,S_OK,,,,,9.548,1863,f9af78a208e192d69dba03a4542d58a9605309fc
2395.135,2D basecall failed quality filters,,,,,6.317,1192,f9af78a208e192d69dba03a4542d58a9605309fc
2678.450,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3049.592,2D basecall failed quality filters,,,,,8.375,664,f9af78a208e192d69dba03a4542d58a9605309fc
2396.559,S_OK,,,,,14.223,721,f9af78a208e192d69dba03a4542d58a9605309fc
2281.250,2D basecall failed quality filters,,,,,7.951,807,f9af78a208e192d69dba03a4542d58a9605309fc
2078.137,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3112.648,S_OK,,,,,9.814,3437,f9af78a208e192d69dba03a4542d58a9605309fc
2840.188,S_OK,,,,,10.401,3147,f9af78a208e192d69dba03a4542d58a9605309fc
2985.202,S_OK,,,,,11.201,3457,f9af78a208e192d69dba03a4542d58a9605309fc
2223.363,S_OK,,,,,12.422,4500,f9af78a208e192d69dba03a4542d58a9605309fc
3332.199,S_OK,,,,,11.156,3413,f9af78a208e192d69dba03a4542d58a9605309fc
3362.119,S_OK,,,,,13.130,1011,f9af78a208e192d69dba03a4542d58a9605309fc
2065.965,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2178.555,S_OK,,,,,11.279,680,f9af78a208e192d69dba03a4542d58a9605309fc
2530.538,2D basecall failed quality filters,,,,,7.946,1662,f9af78a208e192d69dba03a4542d58a9605309fc
2089.957,S_OK,,,,,10.426,2113,f9af78a208e192d69dba03a4542d58a9605309fc
3040.819,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3377.407,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3049.244,S_OK,,,,,12.772,2419,f9af78a208e192d69dba03a4542d58a9605309fc
2680.935,S_OK,,,,,11.408,1675,f9af78a208e192d69dba03a4542d58a9605309fc
2668.149,S_OK,,,,,11.816,708,f9af78a208e192d69dba03a4542d58a9605309fc
2401.195,S_OK,,,,,12.791,2691,f9af78a208e192d69dba03a4542d58a9605309fc
2504.116,S_OK,,,,,10.191,811,f9af78a208e192d69dba03a4542d58a9605309fc
2732.519,S_OK,,,,,11.194,2412,f9af78a208e192d69dba03a4542d58a9605309fc
2464.609,2D basecall failed quality filters,,,,,8.584,2315,f9af78a208e192d69dba03a4542d58a9605309fc
2287.545,S_OK,,,,,10.761,1641,f9af78a208e192d69dba03a4542d58a9605309fc
2580.771,S_OK,,,,,12.161,881,f9af78a208e192d69dba03a4542d58a9605309fc
3293.431,S_OK,,,,,12.160,3318,f9af78a208e192d69dba03a4542d58a9605309fc
2173.665,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3125.248,S_OK,,,,,11.026,3558,f9af78a208e192d69dba03a4542d58a9605309fc
2658.188,S_OK,,,,,9.614,1492,f9af78a208e192d69dba03a4542d58a9605309fc
2633.698,S_OK,,,,,12.849,1124,f9af78a208e192d69dba03a4542d58a9605309fc
3047.356,S_OK,,,,,13.921,1222,f9af78a208e192d69dba03a4542d58a9605309fc
2515.878,S_OK,,,,,13.663,778,f9af78a208e192d69dba03a4542d58a9605309fc
2473.880,S_OK,,,,,11.760,2578,f9af78a208e192d69dba03a4542d58a9605309fc
2675.955,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2445.133,2D basecall failed quality filters,,,,,8.096,1750,f9af78a208e192d69dba03a4542d58a9605309fc
2292.982,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2816.731,S_OK,,,,,12.689,1303,f9af78a208e192d69dba03a4542d58a9605309fc
2375.526,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2149.055,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2990.608,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3315.391,S_OK,,,,,10.233,1835,f9af78a208e192d69dba03a4542d58a9605309fc
2293.099,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2566.661,S_OK,,,,,12.207,6774,f9af78a208e192d69dba03a4542d58a9605309fc
2337.348,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2205.712,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3268.827,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2086.124,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2356.338,S_OK,,,,,11.557,487,f9af78a208e192d69dba03a4542d58a9605309fc
2915.802,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3034.303,S_OK,,,,,11.464,1322,f9af78a208e192d69dba03a4542d58a9605309fc
2109.085,S_OK,,,,,13.165,2694,f9af78a208e192d69dba03a4542d58a9605309fc
2857.646,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2633.501,S_OK,,,,,11.609,793,f9af78a208e192d69dba03a4542d58a9605309fc
2432.696,S_OK,,,,,11.650,1209,f9af78a208e192d69dba03a4542d58a9605309fc
2649.555,S_OK,,,,,13.953,1000,f9af78a208e192d69dba03a4542d58a9605309fc
3297.351,S_OK,,,,,11.415,621,f9af78a208e192d69dba03a4542d58a9605309fc
2525.886,S_OK,,,,,12.106,2550,f9af78a208e192d69dba03a4542d58a9605309fc
3333.684,S_OK,,,,,12.724,3197,f9af78a208e192d69dba03a4542d58a9605309fc
2393.288,S_OK,,,,,9.086,887,f9af78a208e192d69dba03a4542d58a9605309fc
2279.104,S_OK,,,,,9.624,946,f9af78a208e192d69dba03a4542d58a9605309fc
2980.339,S_OK,,,,,13.310,789,f9af78a208e192d69dba03a4542d58a9605309fc
2831.370,S_OK,,,,,10.479,1874,f9af78a208e192d69dba03a4542d58a9605309fc
3141.127,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3009.353,2D basecall failed quality filters,,,,,7.667,1441,f9af78a208e192d69dba03a4542d58a9605309fc
2178.494,2D basecall failed quality filters,,,,,8.425,970,f9af78a208e192d69dba03a4542d58a9605309fc
3230.133,S_OK,,,,,10.650,2718,f9af78a208e192d69dba03a4542d58a9605309fc
2825.026,S_OK,,,,,11.079,2699,f9af78a208e192d69dba03a4542d58a9605309fc
2434.206,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3282.653,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3101.436,S_OK,,,,,11.131,2224,f9af78a208e192d69dba03a4542d58a9605309fc
3285.185,2D basecall failed quality filters,,,,,7.884,1304,f9af78a208e192d69dba03a4542d58a9605309fc
2675.727,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2886.693,S_OK,,,,,12.689,668,f9af78a208e192d69dba03a4542d58a9605309fc
2155.686,S_OK,,,,,9.742,1031,f9af78a208e192d69dba03a4542d58a9605309fc
2789.831,S_OK,,,,,11.350,2188,f9af78a208e192d69dba03a4542d58a9605309fc
2942.344,S_OK,,,,,10.902,1049,f9af78a208e192d69dba03a4542d58a9605309fc
3262.724,S_OK,,,,,12.031,1803,f9af78a208e192d69dba03a4542d58a9605309fc
2888.790,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2319.687,S_OK,,,,,10.870,1323,f9af78a208e192d69dba03a4542d58a9605309fc
3357.666,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3187.633,S_OK,,,,,11.815,3381,f9af78a208e192d69dba03a4542d58a9605309fc
2236.320,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2657.917,S_OK,,,,,11.519,976,f9af78a208e192d69dba03a4542d58a9605309fc
2470.605,S_OK,,,,,12.360,2699,f9af78a208e192d69dba03a4542d58a9605309fc
2983.633,S_OK,,,,,9.359,2005,f9af78a208e192d69dba03a4542d58a9605309fc
2471.109,2D basecall failed quality filters,,,,,7.680,1722,f9af78a208e192d69dba03a4542d58a9605309fc
1829.982,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2937.010,S_OK,,,,,13.191,1909,f9af78a208e192d69dba03a4542d58a9605309fc
2930.633,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2752.501,2D basecall failed quality filters,,,,,8.165,862,f9af78a208e192d69dba03a4542d58a9605309fc
3106.775,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2156.658,S_OK,,,,,12.391,1511,f9af78a208e192d69dba03a4542d58a9605309fc
2131.079,2D basecall failed quality filters,,,,,7.639,1559,f9af78a208e192d69dba03a4542d58a9605309fc
3369.350,S_OK,,,,,11.055,2107,f9af78a208e192d69dba03a4542d58a9605309fc
2794.709,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3140.528,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2444.302,S_OK,,,,,11.775,2199,f9af78a208e192d69dba03a4542d58a9605309fc
2795.065,S_OK,,,,,11.608,2573,f9af78a208e192d69dba03a4542d58a9605309fc
2775.911,S_OK,,,,,12.139,1133,f9af78a208e192d69dba03a4542d58a9605309fc
2057.943,S_OK,,,,,10.938,696,f9af78a208e192d69dba03a4542d58a9605309fc
3245.029,S_OK,,,,,9.664,726,f9af78a208e192d69dba03a4542d58a9605309fc
3039.417,S_OK,,,,,9.683,3356,f9af78a208e192d69dba03a4542d58a9605309fc
2523.325,S_OK,,,,,12.409,2909,f9af78a208e192d69dba03a4542d58a9605309fc
2843.762,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2338.724,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2495.398,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2548.779,2D basecall failed quality filters,,,,,8.529,2594,f9af78a208e192d69dba03a4542d58a9605309fc
2360.985,S_OK,,,,,9.681,1321,f9af78a208e192d69dba03a4542d58a9605309fc
2752.119,S_OK,,,,,11.987,835,f9af78a208e192d69dba03a4542d58a9605309fc
2305.465,2D basecall failed quality filters,,,,,7.838,1829,f9af78a208e192d69dba03a4542d58a9605309fc
2461.893,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2604.207,S_OK,,,,,14.697,3508,f9af78a208e192d69dba03a4542d58a9605309fc
2910.635,S_OK,,,,,11.423,2327,f9af78a208e192d69dba03a4542d58a9605309fc
2129.729,S_OK,,,,,12.887,831,f9af78a208e192d69dba03a4542d58a9605309fc
2435.653,S_OK,,,,,11.303,1044,f9af78a208e192d69dba03a4542d58a9605309fc
2093.109,2D basecall failed quality filters,,,,,7.141,903,f9af78a208e192d69dba03a4542d58a9605309fc
3122.144,S_OK,,,,,13.040,1789,f9af78a208e192d69dba03a4542d58a9605309fc
3376.521,S_OK,,,,,10.983,949,f9af78a208e192d69dba03a4542d58a9605309fc
2212.799,2D basecall failed quality filters,,,,,6.882,2760,f9af78a208e192d69dba03a4542d58a9605309fc
3097.515,S_OK,,,,,10.028,738,f9af78a208e192d69dba03a4542d58a9605309fc
2469.109,S_OK,,,,,10.164,1459,f9af78a208e192d69dba03a4542d58a9605309fc
2672.526,S_OK,,,,,11.086,751,f9af78a208e192d69dba03a4542d58a9605309fc
3045.144,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3153.587,2D basecall failed quality filters,,,,,7.542,3605,f9af78a208e192d69dba03a4542d58a9605309fc
2723.400,2D basecall failed quality filters,,,,,7.986,461,f9af78a208e192d69dba03a4542d58a9605309fc
3111.474,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2092.576,S_OK,,,,,12.492,1891,f9af78a208e192d69dba03a4542d58a9605309fc
3351.863,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3327.702,S_OK,,,,,11.701,1184,f9af78a208e192d69dba03a4542d58a9605309fc
3249.105,S_OK,,,,,11.264,1728,f9af78a208e192d69dba03a4542d58a9605309fc
2902.443,S_OK,,,,,11.622,1435,f9af78a208e192d69dba03a4542d58a9605309fc
3220.335,S_OK,,,,,9.387,565,f9af78a208e192d69dba03a4542d58a9605309fc
3016.785,2D basecall failed quality filters,,,,,6.772,743,f9af78a208e192d69dba03a4542d58a9605309fc
3171.883,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2759.358,S_OK,,,,,12.269,1045,f9af78a208e192d69dba03a4542d58a9605309fc
2498.059,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3141.766,S_OK,,,,,11.165,2806,f9af78a208e192d69dba03a4542d58a9605309fc
2684.846,S_OK,,,,,14.384,2620,f9af78a208e192d69dba03a4542d58a9605309fc
2743.098,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2607.079,2D basecall failed quality filters,,,,,8.391,532,f9af78a208e192d69dba03a4542d58a9605309fc
3007.869,S_OK,,,,,12.172,1536,f9af78a208e192d69dba03a4542d58a9605309fc
3304.007,S_OK,,,,,13.138,2761,f9af78a208e192d69dba03a4542d58a9605309fc
2066.074,S_OK,,,,,10.434,2462,f9af78a208e192d69dba03a4542d58a9605309fc
2772.726,2D basecall failed quality filters,,,,,8.471,3227,f9af78a208e192d69dba03a4542d58a9605309fc
2061.989,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2855.312,S_OK,,,,,11.877,3824,f9af78a208e192d69dba03a4542d58a9605309fc
2903.335,S_OK,,,,,11.058,3608,f9af78a208e192d69dba03a4542d58a9605309fc
3223.831,S_OK,,,,,10.712,2670,f9af78a208e192d69dba03a4542d58a9605309fc
2504.443,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2914.322,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2454.943,S_OK,,,,,9.671,532,f9af78a208e192d69dba03a4542d58a9605309fc
3211.428,S_OK,,,,,12.241,1232,f9af78a208e192d69dba03a4542d58a9605309fc
2402.260,S_OK,,,,,13.661,2213,f9af78a208e192d69dba03a4542d58a9605309fc
2641.676,S_OK,,,,,10.431,2371,f9af78a208e192d69dba03a4542d58a9605309fc
3034.630,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3031.168,S_OK,,,,,10.081,549,f9af78a208e192d69dba03a4542d58a9605309fc
3088.329,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2446.132,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2437.405,S_OK,,,,,11.129,7030,f9af78a208e192d69dba03a4542d58a9605309fc
2200.032,S_OK,,,,,9.318,1133,f9af78a208e192d69dba03a4542d58a9605309fc
2768.475,S_OK,,,,,13.287,1422,f9af78a208e192d69dba03a4542d58a9605309fc
2584.580,2D basecall failed quality filters,,,,,7.359,538,f9af78a208e192d69dba03a4542d58a9605309fc
2375.068,S_OK,,,,,9.007,556,f9af78a208e192d69dba03a4542d58a9605309fc
2108.819,2D basecall failed quality filters,,,,,7.157,1379,f9af78a208e192d69dba03a4542d58a9605309fc
2663.086,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3257.262,2D basecall failed quality filters,,,,,8.977,488,f9af78a208e192d69dba03a4542d58a9605309fc
2401.802,S_OK,,,,,11.879,1521,f9af78a208e192d69dba03a4542d58a9605309fc
3120.328,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2954.918,S_OK,,,,,11.264,880,f9af78a208e192d69dba03a4542d58a9605309fc
2793.704,S_OK,,,,,11.141,702,f9af78a208e192d69dba03a4542d58a9605309fc
3036.818,S_OK,,,,,11.633,2232,f9af78a208e192d69dba03a4542d58a9605309fc
2152.117,S_OK,,,,,11.417,1850,f9af78a208e192d69dba03a4542d58a9605309fc
2912.851,S_OK,,,,,12.815,1965,f9af78a208e192d69dba03a4542d58a9605309fc
3334.564,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3031.508,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3212.992,S_OK,,,,,13.037,1232,f9af78a208e192d69dba03a4542d58a9605309fc
3385.626,S_OK,,,,,12.539,1594,f9af78a208e192d69dba03a4542d58a9605309fc
2692.872,2D basecall failed quality filters,,,,,8.256,2657,f9af78a208e192d69dba03a4542d58a9605309fc
2931.639,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2754.653,S_OK,,,,,11.707,4113,f9af78a208e192d69dba03a4542d58a9605309fc
3270.875,S_OK,,,,,11.181,630,f9af78a208e192d69dba03a4542d58a9605309fc
2708.567,S_OK,,,,,12.889,2600,f9af78a208e192d69dba03a4542d58a9605309fc
2724.346,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2383.816,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3231.432,2D basecall failed quality filters,,,,,7.746,581,f9af78a208e192d69dba03a4542d58a9605309fc
2119.840,S_OK,,,,,12.793,4137,f9af78a208e192d69dba03a4542d58a9605309fc
2742.735,2D basecall failed quality filters,,,,,8.066,717,f9af78a208e192d69dba03a4542d58a9605309fc
2756.957,S_OK,,,,,11.613,801,f9af78a208e192d69dba03a4542d58a9605309fc
2841.752,2D basecall failed quality filters,,,,,6.822,409,f9af78a208e192d69dba03a4542d58a9605309fc
2288.758,S_OK,,,,,13.637,2136,f9af78a208e192d69dba03a4542d58a9605309fc
2531.911,S_OK,,,,,10.817,1454,f9af78a208e192d69dba03a4542d58a9605309fc
2054.450,S_OK,,,,,10.022,1023,f9af78a208e192d69dba03a4542d58a9605309fc
3264.450,S_OK,,,,,12.735,768,f9af78a208e192d69dba03a4542d58a9605309fc
2877.077,S_OK,,,,,11.313,1302,f9af78a208e192d69dba03a4542d58a9605309fc
2596.206,2D basecall failed quality filters,,,,,7.743,1165,f9af78a208e192d69dba03a4542d58a9605309fc
2551.158,S_OK,,,,,12.426,3545,f9af78a208e192d69dba03a4542d58a9605309fc
2511.105,S_OK,,,,,12.072,4369,f9af78a208e192d69dba03a4542d58a9605309fc
2487.665,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2438.700,2D basecall failed quality filters,,,,,8.028,2655,f9af78a208e192d69dba03a4542d58a9605309fc
2132.604,S_OK,,,,,9.168,733,f9af78a208e192d69dba03a4542d58a9605309fc
2777.100,2D basecall failed quality filters,,,,,7.386,647,f9af78a208e192d69dba03a4542d58a9605309fc
2315.236,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2383.296,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3015.328,S_OK,,,,,12.069,770,f9af78a208e192d69dba03a4542d58a9605309fc
2600.341,2D basecall failed quality filters,,,,,8.749,2387,f9af78a208e192d69dba03a4542d58a9605309fc
3362.888,S_OK,,,,,11.367,2610,f9af78a208e192d69dba03a4542d58a9605309fc
3286.873,S_OK,,,,,10.675,832,f9af78a208e192d69dba03a4542d58a9605309fc
2211.359,S_OK,,,,,12.196,606,f9af78a208e192d69dba03a4542d58a9605309fc
2865.791,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2221.651,S_OK,,,,,11.561,1121,f9af78a208e192d69dba03a4542d58a9605309fc
2255.907,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3102.780,S_OK,,,,,12.694,1438,f9af78a208e192d69dba03a4542d58a9605309fc
2298.270,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2849.752,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2816.497,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2609.984,S_OK,,,,,12.402,1388,f9af78a208e192d69dba03a4542d58a9605309fc
2671.171,2D basecall failed quality filters,,,,,6.632,718,f9af78a208e192d69dba03a4542d58a9605309fc
3217.045,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2916.360,S_OK,,,,,11.590,3530,f9af78a208e192d69dba03a4542d58a9605309fc
2205.210,2D basecall failed quality filters,,,,,6.934,523,f9af78a208e192d69dba03a4542d58a9605309fc
2719.788,2D basecall failed quality filters,,,,,6.999,2171,f9af78a208e192d69dba03a4542d58a9605309fc
2645.936,2D basecall failed quality filters,,,,,8.633,2211,f9af78a208e192d69dba03a4542d58a9605309fc
2619.878,S_OK,,,,,12.873,1539,f9af78a208e192d69dba03a4542d58a9605309fc
2800.551,S_OK,,,,,11.019,2145,f9af78a208e192d69dba03a4542d58a9605309fc
2330.912,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2500.448,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3295.366,S_OK,,,,,9.384,582,f9af78a208e192d69dba03a4542d58a9605309fc
2515.684,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3219.899,S_OK,,,,,13.500,2690,f9af78a208e192d69dba03a4542d58a9605309fc
3371.005,2D basecall failed quality filters,,,,,7.841,508,f9af78a208e192d69dba03a4542d58a9605309fc
2524.064,S_OK,,,,,13.599,3220,f9af78a208e192d69dba03a4542d58a9605309fc
2180.055,S_OK,,,,,10.679,778,f9af78a208e192d69dba03a4542d58a9605309fc
3123.130,2D basecall failed quality filters,,,,,7.691,1245,f9af78a208e192d69dba03a4542d58a9605309fc
2810.418,S_OK,,,,,12.326,3488,f9af78a208e192d69dba03a4542d58a9605309fc
2573.648,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2552.704,2D basecall failed quality filters,,,,,7.890,2010,f9af78a208e192d69dba03a4542d58a9605309fc
2751.857,2D basecall failed quality filters,,,,,7.008,564,f9af78a208e192d69dba03a4542d58a9605309fc
2645.437,S_OK,,,,,9.532,2937,f9af78a208e192d69dba03a4542d58a9605309fc
2559.969,S_OK,,,,,10.852,5700,f9af78a208e192d69dba03a4542d58a9605309fc
2524.673,S_OK,,,,,14.524,8427,f9af78a208e192d69dba03a4542d58a9605309fc
2991.102,S_OK,,,,,13.329,3405,f9af78a208e192d69dba03a4542d58a9605309fc
2621.713,2D basecall failed quality filters,,,,,8.596,1592,f9af78a208e192d69dba03a4542d58a9605309fc
2756.294,S_OK,,,,,9.361,1113,f9af78a208e192d69dba03a4542d58a9605309fc
3067.317,S_OK,,,,,14.422,2123,f9af78a208e192d69dba03a4542d58a9605309fc
3069.736,S_OK,,,,,10.162,784,f9af78a208e192d69dba03a4542d58a9605309fc
2209.158,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2485.372,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3284.214,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2105.485,S_OK,,,,,11.164,961,f9af78a208e192d69dba03a4542d58a9605309fc
2976.016,S_OK,,,,,10.914,1237,f9af78a208e192d69dba03a4542d58a9605309fc
2979.272,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2648.936,S_OK,,,,,9.249,2768,f9af78a208e192d69dba03a4542d58a9605309fc
3083.102,S_OK,,,,,12.460,1905,f9af78a208e192d69dba03a4542d58a9605309fc
2438.428,2D basecall failed quality filters,,,,,7.572,551,f9af78a208e192d69dba03a4542d58a9605309fc
3032.323,S_OK,,,,,10.590,716,f9af78a208e192d69dba03a4542d58a9605309fc
2717.267,2D basecall failed quality filters,,,,,8.578,1417,f9af78a208e192d69dba03a4542d58a9605309fc
2759.530,2D basecall failed quality filters,,,,,7.333,1816,f9af78a208e192d69dba03a4542d58a9605309fc
2400.237,S_OK,,,,,11.725,2265,f9af78a208e192d69dba03a4542d58a9605309fc
2598.636,S_OK,,,,,10.626,2429,f9af78a208e192d69dba03a4542d58a9605309fc
2462.023,S_OK,,,,,11.741,898,f9af78a208e192d69dba03a4542d58a9605309fc
2953.032,S_OK,,,,,12.040,667,f9af78a208e192d69dba03a4542d58a9605309fc
2834.562,S_OK,,,,,12.792,980,f9af78a208e192d69dba03a4542d58a9605309fc
3108.086,S_OK,,,,,13.159,3484,f9af78a208e192d69dba03a4542d58a9605309fc
2068.149,S_OK,,,,,9.678,721,f9af78a208e192d69dba03a4542d58a9605309fc
3370.737,S_OK,,,,,11.390,1136,f9af78a208e192d69dba03a4542d58a9605309fc
2826.217,S_OK,,,,,11.250,1827,f9af78a208e192d69dba03a4542d58a9605309fc
2541.574,S_OK,,,,,11.575,755,f9af78a208e192d69dba03a4542d58a9605309fc
3087.488,2D basecall failed quality filters,,,,,7.658,2167,f9af78a208e192d69dba03a4542d58a9605309fc
2896.076,S_OK,,,,,9.903,1494,f9af78a208e192d69dba03a4542d58a9605309fc
3130.082,S_OK,,,,,11.461,699,f9af78a208e192d69dba03a4542d58a9605309fc
3230.639,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2665.307,S_OK,,,,,12.328,3498,f9af78a208e192d69dba03a4542d58a9605309fc
3102.674,S_OK,,,,,13.405,2678,f9af78a208e192d69dba03a4542d58a9605309fc
2376.242,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2694.591,2D basecall failed quality filters,,,,,6.582,1907,f9af78a208e192d69dba03a4542d58a9605309fc
2259.118,2D basecall failed quality filters,,,,,8.790,2239,f9af78a208e192d69dba03a4542d58a9605309fc
2703.285,S_OK,,,,,11.404,7194,f9af78a208e192d69dba03a4542d58a9605309fc
2804.320,S_OK,,,,,9.547,5997,f9af78a208e192d69dba03a4542d58a9605309fc
2198.520,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
3032.798,S_OK,,,,,9.550,1167,f9af78a208e192d69dba03a4542d58a9605309fc
2870.343,2D basecall failed quality filters,,,,,7.246,3217,f9af78a208e192d69dba03a4542d58a9605309fc
3104.966,S_OK,,,,,12.600,936,f9af78a208e192d69dba03a4542d58a9605309fc
2941.521,S_OK,,,,,13.196,7121,f9af78a208e192d69dba03a4542d58a9605309fc
3153.927,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2651.543,S_OK,,,,,13.766,2508,f9af78a208e192d69dba03a4542d58a9605309fc
2265.532,2D basecall failed quality filters,,,,,7.337,623,f9af78a208e192d69dba03a4542d58a9605309fc
2086.199,S_OK,,,,,9.392,2359,f9af78a208e192d69dba03a4542d58a9605309fc
1828.470,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2891.470,S_OK,,,,,13.926,2393,f9af78a208e192d69dba03a4542d58a9605309fc
2715.066,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
2183.759,S_OK,,,,,12.106,2217,f9af78a208e192d69dba03a4542d58a9605309fc
2073.881,S_OK,,,,,10.588,799,f9af78a208e192d69dba03a4542d58a9605309fc
3032.177,S_NO2D,,,,,,,f9af78a208e192d69dba03a4542d58a9605309fc
